#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.5488930940628052,1.0325953960418701,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/3cc876bb65e2756936596b6aa8507089.jpg
