#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,3.4958713054656982,2.6571757793426514,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/4040dc20f6e9196ec2e341131c9ace56_reverse_fit.jpg
