#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.6138660907745361,1.1514559984207153,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/303ddbc50da6b3bc0b69c12c4c5300b3_reverse_fit.jpg
