#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,3.8846611976623535,2.851341485977173,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/06d9122360608c8fb5b7fa8373c74e86.jpg
