#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.6493679285049438,1.3012601137161255,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/63c2363ef8e1133b8313c1172a518dde_reverse_fit.png
