#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.1124213933944702,0.8682651519775391,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/e5d7e5beb8fb068932ee20e6b436f231_reverse_fit.jpg
