#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,2.0231664180755615,1.508141279220581,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/ac1c4534a9c444ca626a0180c30348a4.jpg
