#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,2.940518617630005,2.0979533195495605,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/b9e4b33399ba7602a648f0dbc8f1abc1.jpg
