#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.2871853113174438,1.0256457328796387,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/303ddbc50da6b3bc0b69c12c4c5300b3.jpg
