#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.489330768585205,1.158268690109253,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/justin_john.jpg
