#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,2.2310564517974854,1.63417649269104,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/fa3d64d246f1fc64a74ed15a2ccb59cb.jpg
