#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,2.747333288192749,1.8375605344772339,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/eb1ab75d654051126f5bf5f4841ed66d.jpg
