#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.5798028707504272,1.1780983209609985,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/58f0e97c08629d737649e8c90338e9c9_reverse_fit.png
