#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,1.8243861198425293,1.4418082237243652,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/54ccdf5131f483e3874487ff28fd6119_reverse_fit.jpg
