#id,MODEL,Fx,Fy,Ox,Oy,Qw,Qx,Qy,Qz,Tx,Ty,Tz,FILENAME
1,PINHOLE,3.2364091873168945,3.221687078475952,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../images/fa3d64d246f1fc64a74ed15a2ccb59cb_reverse_fit.jpg
